Accession,Species,Genus,Family,Order,Class,Phylum,Kingdom,Complete_BUSCOs,Single_Copy_BUSCOs,Fragmented_BUSCOs,Missing_BUSCOs,Selection_Reason,primary_lifestyle,Growth_form_template
GCA_036244875.1,Rhodotorula paludigena,Rhodotorula,Sporidiobolaceae,Sporidiobolales,Microbotryomycetes,Basidiomycota,Fungi,680,680,18,60,unique,unspecified_saprotroph,yeast-like
GCA_005059875.1,Rhodotorula sp. CCFEE 5036,Rhodotorula,Sporidiobolaceae,Sporidiobolales,Microbotryomycetes,Basidiomycota,Fungi,625,624,26,107,unique,unspecified_saprotroph,yeast-like
GCA_001541205.1,Rhodotorula sp. JG-1b,Rhodotorula,Sporidiobolaceae,Sporidiobolales,Microbotryomycetes,Basidiomycota,Fungi,667,667,18,73,unique,unspecified_saprotroph,yeast-like
GCA_002922495.1,Rhodotorula taiwanensis,Rhodotorula,Sporidiobolaceae,Sporidiobolales,Microbotryomycetes,Basidiomycota,Fungi,658,656,20,80,unique,unspecified_saprotroph,yeast-like
GCF_000320785.1,Rhodotorula toruloides,Rhodotorula,Sporidiobolaceae,Sporidiobolales,Microbotryomycetes,Basidiomycota,Fungi,654,651,30,74,GCF_preferred_from_8,unspecified_saprotroph,yeast-like
GCA_900074905.1,Rhynchosporium agropyri,Rhynchosporium,Ploettnerulaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,752,749,2,4,unique,plant_pathogen,filamentous_mycelium
GCA_900074885.1,Rhynchosporium graminicola,Rhynchosporium,Ploettnerulaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,754,752,2,2,GCA_only_from_2,plant_pathogen,filamentous_mycelium
GCA_900074895.1,Rhynchosporium secalis,Rhynchosporium,Ploettnerulaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,748,745,5,5,unique,plant_pathogen,filamentous_mycelium
GCA_033297075.1,Rhypophila decipiens,Rhypophila,Naviculisporaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,748,743,1,9,unique,,
GCA_004355085.1,Rickenella mellea,Rickenella,Rickenellaceae,Hymenochaetales,Agaricomycetes,Basidiomycota,Fungi,744,733,3,11,unique,plant_pathogen,filamentous_mycelium
GCA_029378245.1,Roridomyces roridus,Roridomyces,Mycenaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,735,439,4,19,unique,litter_saprotroph,filamentous_mycelium
GCA_001445595.3,Rosellinia necatrix,Rosellinia,Xylariaceae,Xylariales,Sordariomycetes,Ascomycota,Fungi,741,740,4,13,unique,plant_pathogen,filamentous_mycelium
GCA_022497145.1,Rostrohypoxylon terebratum,Rostrohypoxylon,Hypoxylaceae,Xylariales,Sordariomycetes,Ascomycota,Fungi,749,748,3,6,unique,wood_saprotroph,filamentous_mycelium
GCA_022496225.1,Russula aff. rugulosa BPL654,Russula,Russulaceae,Russulales,Agaricomycetes,Basidiomycota,Fungi,706,644,8,44,unique,ectomycorrhizal,filamentous_mycelium
GCA_022496215.1,Russula brevipes,Russula,Russulaceae,Russulales,Agaricomycetes,Basidiomycota,Fungi,702,593,11,45,unique,ectomycorrhizal,filamentous_mycelium
GCA_022376555.1,Russula compacta,Russula,Russulaceae,Russulales,Agaricomycetes,Basidiomycota,Fungi,729,711,9,20,unique,ectomycorrhizal,filamentous_mycelium
GCA_022376545.1,Russula dissimulans,Russula,Russulaceae,Russulales,Agaricomycetes,Basidiomycota,Fungi,728,709,11,19,unique,ectomycorrhizal,filamentous_mycelium
GCA_015178925.1,Russula emetica,Russula,Russulaceae,Russulales,Agaricomycetes,Basidiomycota,Fungi,736,556,4,18,unique,ectomycorrhizal,filamentous_mycelium
GCA_015178965.1,Russula ochroleuca,Russula,Russulaceae,Russulales,Agaricomycetes,Basidiomycota,Fungi,727,714,9,22,unique,ectomycorrhizal,filamentous_mycelium
GCA_022376525.1,Russula vinacea,Russula,Russulaceae,Russulales,Agaricomycetes,Basidiomycota,Fungi,683,626,15,60,unique,ectomycorrhizal,filamentous_mycelium
GCA_002946425.1,Rutstroemia sp. NJR-2017a BBW,Rutstroemia,Rutstroemiaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,746,720,2,10,unique,litter_saprotroph,filamentous_mycelium
GCA_002946415.1,Rutstroemia sp. NJR-2017a BVV2,Rutstroemia,Rutstroemiaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,737,677,4,17,unique,litter_saprotroph,filamentous_mycelium
GCA_002946385.1,Rutstroemia sp. NJR-2017a WRK4,Rutstroemia,Rutstroemiaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,740,689,4,14,unique,litter_saprotroph,filamentous_mycelium
GCA_010015785.1,Saccharata proteae,Saccharata,Saccharataceae,Botryosphaeriales,Dothideomycetes,Ascomycota,Fungi,753,751,2,3,unique,plant_pathogen,filamentous_mycelium
GCA_001298375.2,Saccharomyces boulardii (nom. inval.),Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,731,709,2,25,GCA_only_from_2,nectar/tap_saprotroph,yeast-like
GCF_000146045.2,Saccharomyces cerevisiae,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,733,716,1,24,GCF_preferred_from_419,nectar/tap_saprotroph,yeast-like
GCA_000326105.1,Saccharomyces cerevisiae x Saccharomyces kudriavzevii,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,728,152,4,26,unique,nectar/tap_saprotroph,yeast-like
GCF_001298625.1,Saccharomyces eubayanus,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,733,714,1,24,GCF_preferred_from_4,nectar/tap_saprotroph,yeast-like
GCF_947243775.1,Saccharomyces kudriavzevii,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,734,717,1,23,GCF_preferred_from_4,nectar/tap_saprotroph,yeast-like
GCF_947241705.1,Saccharomyces mikatae,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,732,716,1,25,GCF_preferred_from_2,nectar/tap_saprotroph,yeast-like
GCF_002079055.1,Saccharomyces paradoxus,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,733,715,1,24,GCF_preferred_from_2,nectar/tap_saprotroph,yeast-like
GCA_011022315.1,Saccharomyces pastorianus,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,736,76,1,21,unique,nectar/tap_saprotroph,yeast-like
GCA_027557585.1,Saccharomyces uvarum,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,733,714,1,24,GCA_only_from_3,nectar/tap_saprotroph,yeast-like
GCF_020623625.1,Saccharomycodes ludwigii,Saccharomycodes,Saccharomycodaceae,Saccharomycodales,Saccharomycetes,Ascomycota,Fungi,681,678,9,68,GCF_preferred_from_3,nectar/tap_saprotroph,yeast-like
GCF_037102585.1,Saccharomycopsis crataegensis,Saccharomycopsis,Saccharomycopsidaceae,Ascoideales,Saccharomycetes,Ascomycota,Fungi,709,699,6,43,GCF_preferred_from_2,nectar/tap_saprotroph,yeast-like
GCF_001661265.1,Saitoella complicata,Saitoella,Unknown,Unknown,Unknown,Ascomycota,Fungi,740,724,9,9,GCF_preferred_from_3,soil_saprotroph,yeast-like
GCA_003942215.1,Saitozyma podzolica,Saitozyma,Trimorphomycetaceae,Tremellales,Tremellomycetes,Basidiomycota,Fungi,700,700,10,48,unique,soil_saprotroph,yeast-like
GCA_001600855.1,Saitozyma sp. JCM 24511,Saitozyma,Trimorphomycetaceae,Tremellales,Tremellomycetes,Basidiomycota,Fungi,704,703,5,49,unique,soil_saprotroph,yeast-like
GCA_005059885.1,Salinomyces thailandicus,Salinomyces,Teratosphaeriaceae,Mycosphaerellales,Dothideomycetes,Ascomycota,Fungi,752,751,2,4,unique,,
GCA_001481415.2,Sanghuangporus baumii,Sanghuangporus,Hymenochaetaceae,Hymenochaetales,Agaricomycetes,Basidiomycota,Fungi,710,708,14,34,unique,wood_saprotroph,filamentous_mycelium
GCA_026026355.1,Sarcosagium campestre,Sarcosagium,Unknown,Unknown,Unknown,Ascomycota,Fungi,742,741,3,13,unique,lichenized,thallus_photosynthetic
GCA_026026165.1,Sarea resinae,Sarea,Zythiaceae,Sareales,Sareomycetes,Ascomycota,Fungi,747,739,2,9,unique,unspecified_saprotroph,filamentous_mycelium
GCA_030435815.1,Sarocladium strictum,Sarocladium,Sarocladiaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,747,737,2,9,GCA_only_from_2,plant_pathogen,filamentous_mycelium
GCF_035928015.1,Saxophila tyrrhenica,Saxophila,Extremaceae,Mycosphaerellales,Dothideomycetes,Ascomycota,Fungi,756,755,0,2,GCF_preferred_from_2,unspecified_saprotroph,filamentous_mycelium
GCF_000732125.1,Scedosporium apiospermum,Scedosporium,Microascaceae,Microascales,Sordariomycetes,Ascomycota,Fungi,749,741,3,6,GCF_preferred_from_2,soil_saprotroph,filamentous_mycelium
GCA_022814065.1,Schaereria dolodes,Schaereria,Unknown,Sarrameanales,Lecanoromycetes,Ascomycota,Fungi,733,732,3,22,unique,lichenized,thallus_photosynthetic
GCF_036850825.1,Scheffersomyces amazonensis,Scheffersomyces,Debaryomycetaceae,Serinales,Pichiomycetes,Ascomycota,Fungi,729,727,1,28,GCF_preferred_from_2,other,yeast-like
GCF_036884675.1,Scheffersomyces coipomensis,Scheffersomyces,Debaryomycetaceae,Serinales,Pichiomycetes,Ascomycota,Fungi,720,716,4,34,GCF_preferred_from_2,other,yeast-like
GCF_019049425.1,Scheffersomyces spartinae,Scheffersomyces,Debaryomycetaceae,Serinales,Pichiomycetes,Ascomycota,Fungi,725,724,2,31,GCF_preferred_from_2,other,yeast-like
GCF_000209165.1,Scheffersomyces stipitis,Scheffersomyces,Debaryomycetaceae,Serinales,Pichiomycetes,Ascomycota,Fungi,732,729,1,25,GCF_preferred_from_3,other,yeast-like
GCF_036884685.1,Scheffersomyces xylosifermentans,Scheffersomyces,Debaryomycetaceae,Serinales,Pichiomycetes,Ascomycota,Fungi,738,736,1,19,GCF_preferred_from_2,other,yeast-like
GCA_007026445.1,Schizophyllum amplum,Schizophyllum,Schizophyllaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,704,559,15,39,unique,wood_saprotroph,filamentous_mycelium
GCF_000143185.2,Schizophyllum commune,Schizophyllum,Schizophyllaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,714,708,18,26,GCF_preferred_from_11,wood_saprotroph,filamentous_mycelium
GCA_041438165.1,Schizophyllum fasciatum,Schizophyllum,Schizophyllaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,656,646,42,60,unique,wood_saprotroph,filamentous_mycelium
GCA_001020605.1,Schizopora paradoxa,Schizopora,Schizoporaceae,Hymenochaetales,Agaricomycetes,Basidiomycota,Fungi,718,711,16,24,unique,wood_saprotroph,filamentous_mycelium
GCF_000004155.1,Schizosaccharomyces cryophilus,Schizosaccharomyces,Schizosaccharomycetaceae,Schizosaccharomycetales,Schizosaccharomycetes,Ascomycota,Fungi,725,705,8,25,GCF_preferred_from_2,nectar/tap_saprotroph,yeast-like
GCF_000149845.2,Schizosaccharomyces japonicus,Schizosaccharomyces,Schizosaccharomycetaceae,Schizosaccharomycetales,Schizosaccharomycetes,Ascomycota,Fungi,700,680,16,42,GCF_preferred_from_2,nectar/tap_saprotroph,yeast-like
GCF_000150505.1,Schizosaccharomyces octosporus,Schizosaccharomyces,Schizosaccharomycetaceae,Schizosaccharomycetales,Schizosaccharomycetes,Ascomycota,Fungi,727,705,5,26,GCF_preferred_from_2,nectar/tap_saprotroph,yeast-like
GCF_027921745.1,Schizosaccharomyces osmophilus,Schizosaccharomyces,Schizosaccharomycetaceae,Schizosaccharomycetales,Schizosaccharomycetes,Ascomycota,Fungi,723,698,9,26,GCF_preferred_from_2,nectar/tap_saprotroph,yeast-like
GCF_000002945.2,Schizosaccharomyces pombe,Schizosaccharomyces,Schizosaccharomycetaceae,Schizosaccharomycetales,Schizosaccharomycetes,Ascomycota,Fungi,724,703,8,26,GCF_preferred_from_3,nectar/tap_saprotroph,yeast-like
GCA_030549215.1,Schizothecium vesticola,Schizothecium,Schizotheciaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,747,744,1,10,unique,other,filamentous_mycelium
GCA_046718565.1,Scleroderma citrinum,Scleroderma,Sclerodermataceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,735,60,6,17,unique,ectomycorrhizal,filamentous_mycelium
GCA_046718465.1,Scleroderma yunnanense,Scleroderma,Sclerodermataceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,734,704,7,17,unique,ectomycorrhizal,filamentous_mycelium
GCA_026025825.1,Sclerophora amabilis,Sclerophora,Coniocybaceae,Coniocybales,Coniocybomycetes,Ascomycota,Fungi,748,744,1,9,unique,lichenized,thallus_photosynthetic
GCA_000503235.1,Sclerotinia borealis,Sclerotinia,Sclerotiniaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,750,748,3,5,unique,plant_pathogen,filamentous_mycelium
GCA_029531795.1,Sclerotinia nivalis,Sclerotinia,Sclerotiniaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,752,751,1,5,unique,plant_pathogen,filamentous_mycelium
GCF_000146945.2,Sclerotinia sclerotiorum,Sclerotinia,Sclerotiniaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,734,732,10,14,GCF_preferred_from_3,plant_pathogen,filamentous_mycelium
GCA_905066765.1,Sclerotinia trifoliorum,Sclerotinia,Sclerotiniaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,748,743,5,5,unique,plant_pathogen,filamentous_mycelium
GCA_002812745.2,Scytalidium lignicola,Scytalidium,Unknown,Unknown,Leotiomycetes,Ascomycota,Fungi,745,736,7,6,unique,wood_saprotroph,filamentous_mycelium
GCA_040143865.1,Seiridium cardinale,Seiridium,Sporocadaceae,Amphisphaeriales,Sordariomycetes,Ascomycota,Fungi,749,748,1,8,GCA_only_from_2,plant_pathogen,filamentous_mycelium
GCA_036674775.1,Seiridium cupressi,Seiridium,Sporocadaceae,Amphisphaeriales,Sordariomycetes,Ascomycota,Fungi,750,749,0,8,GCA_only_from_2,plant_pathogen,filamentous_mycelium
GCA_039778275.1,Seiridium unicorne,Seiridium,Sporocadaceae,Amphisphaeriales,Sordariomycetes,Ascomycota,Fungi,745,744,0,13,unique,plant_pathogen,filamentous_mycelium
GCA_023645825.1,Seirophora lacunosa,Seirophora,Teloschistaceae,Teloschistales,Lecanoromycetes,Ascomycota,Fungi,750,749,2,6,GCA_only_from_2,lichenized,thallus_photosynthetic
GCA_023645815.1,Seirophora villosa,Seirophora,Teloschistaceae,Teloschistales,Lecanoromycetes,Ascomycota,Fungi,717,715,4,37,unique,lichenized,thallus_photosynthetic
GCA_024291795.1,Septoria linicola,Septoria,Mycosphaerellaceae,Mycosphaerellales,Dothideomycetes,Ascomycota,Fungi,757,756,0,1,GCA_only_from_2,plant_pathogen,filamentous_mycelium
GCA_000313545.1,Serendipita indica,Serendipita,Serendipitaceae,Sebacinales,Agaricomycetes,Basidiomycota,Fungi,676,673,34,48,GCA_only_from_2,other,filamentous_mycelium
GCA_019627725.1,Serendipita sp. 401,Serendipita,Serendipitaceae,Sebacinales,Agaricomycetes,Basidiomycota,Fungi,587,575,60,111,unique,other,filamentous_mycelium
GCA_019627755.1,Serendipita sp. 411,Serendipita,Serendipitaceae,Sebacinales,Agaricomycetes,Basidiomycota,Fungi,554,541,90,114,unique,other,filamentous_mycelium
GCA_003073295.1,Serendipita vermifera,Serendipita,Serendipitaceae,Sebacinales,Agaricomycetes,Basidiomycota,Fungi,725,724,12,21,GCA_only_from_2,other,filamentous_mycelium
GCF_000218685.1,Serpula lacrymans,Serpula,Serpulaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,730,727,12,16,GCF_preferred_from_3,wood_saprotroph,filamentous_mycelium
GCA_001630475.1,Sertulicium niveocremeum,Sertulicium,Sistotremastraceae,Sistotremastrales,Agaricomycetes,Basidiomycota,Fungi,718,714,14,26,unique,,
GCA_010015745.1,Setomelanomma holmii,Setomelanomma,Phaeosphaeriaceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi,748,746,3,7,unique,plant_pathogen,filamentous_mycelium
GCA_027596065.1,Siphonaria sp. JEL0065,Siphonaria,Chytriomycetaceae,Chytridiales,Chytridiomycetes,Chytridiomycota,Fungi,511,431,57,190,unique,other,zoosporic
GCA_001632355.1,Sistotremastrum suecicum,Sistotremastrum,Sistotremastraceae,Sistotremastrales,Agaricomycetes,Basidiomycota,Fungi,718,713,12,28,unique,wood_saprotroph,filamentous_mycelium
GCF_042370955.1,Sodiomyces alcalophilus,Sodiomyces,Plectosphaerellaceae,Glomerellales,Sordariomycetes,Ascomycota,Fungi,741,739,5,12,GCF_preferred_from_2,soil_saprotroph,filamentous_mycelium
GCF_003711515.1,Sodiomyces alkalinus,Sodiomyces,Plectosphaerellaceae,Glomerellales,Sordariomycetes,Ascomycota,Fungi,749,747,3,6,GCF_preferred_from_2,soil_saprotroph,filamentous_mycelium
GCA_964035595.1,Somion occarium,Somion,Cerrenaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,745,742,3,10,unique,,
GCA_033439795.1,Sordaria brevicollis,Sordaria,Sordariaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,750,747,3,5,unique,other,filamentous_mycelium
GCF_033870435.1,Sordaria macrospora,Sordaria,Sordariaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,752,751,2,4,GCF_preferred_from_5,other,filamentous_mycelium
GCA_020800285.1,Sordaria sp. MPI-SDFR-AT-0083,Sordaria,Sordariaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,748,744,3,7,unique,other,filamentous_mycelium
GCF_003851025.1,Sparassis crispa,Sparassis,Sparassidaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,741,732,4,13,GCF_preferred_from_2,plant_pathogen,filamentous_mycelium
GCF_000223485.1,Spathaspora passalidarum,Spathaspora,Debaryomycetaceae,Serinales,Pichiomycetes,Ascomycota,Fungi,725,723,7,26,GCF_preferred_from_2,other,yeast-like
GCA_002895985.1,Sphaceloma murrayae,Sphaceloma,Elsinoaceae,Myriangiales,Dothideomycetes,Ascomycota,Fungi,750,749,3,5,unique,plant_pathogen,filamentous_mycelium
GCA_000827215.1,Sphaerobolus stellatus,Sphaerobolus,Sphaerobolaceae,Geastrales,Agaricomycetes,Basidiomycota,Fungi,671,627,36,51,unique,wood_saprotroph,filamentous_mycelium
GCA_008704415.1,Sphaerosporella brunnea,Sphaerosporella,Pyronemataceae,Pezizales,Pezizomycetes,Ascomycota,Fungi,728,672,6,24,unique,ectomycorrhizal,filamentous_mycelium
GCF_000320565.1,Sphaerulina musiva,Sphaerulina,Mycosphaerellaceae,Mycosphaerellales,Dothideomycetes,Ascomycota,Fungi,755,754,1,2,GCF_preferred_from_2,litter_saprotroph,thallus_photosynthetic
GCA_018282025.1,Sphagnurus paluster,Sphagnurus,Lyophyllaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,739,734,9,10,unique,plant_pathogen,filamentous_mycelium
GCF_000182565.1,Spizellomyces punctatus,Spizellomyces,Spizellomycetaceae,Spizellomycetales,Chytridiomycetes,Chytridiomycota,Fungi,685,679,19,54,GCF_preferred_from_2,other,zoosporic
GCA_006535965.1,Spizellomyces sp. 'palustris',Spizellomyces,Spizellomycetaceae,Spizellomycetales,Chytridiomycetes,Chytridiomycota,Fungi,698,691,15,45,unique,other,zoosporic
GCF_005498985.1,Sporisorium graminicola,Sporisorium,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota,Fungi,737,735,5,16,GCF_preferred_from_2,plant_pathogen,yeast-like
GCA_000230245.1,Sporisorium reilianum,Sporisorium,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota,Fungi,738,736,3,17,GCA_only_from_2,plant_pathogen,yeast-like
GCA_900002365.1,Sporisorium scitamineum,Sporisorium,Ustilaginaceae,Ustilaginales,Ustilaginomycetes,Basidiomycota,Fungi,734,732,5,19,GCA_only_from_2,plant_pathogen,yeast-like
GCA_001373355.1,Sporobolomyces salmonicolor,Sporobolomyces,Sporidiobolaceae,Sporidiobolales,Microbotryomycetes,Basidiomycota,Fungi,618,616,39,101,unique,mycoparasite,yeast-like
GCA_025677835.1,Sporodiniella umbellata,Sporodiniella,Rhizopodaceae,Mucorales,Mucoromycetes,Mucoromycota,Fungi,703,624,9,46,unique,soil_saprotroph,filamentous_mycelium
GCA_010093795.1,Sporormia fimetaria,Sporormia,Sporormiaceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi,754,752,0,4,unique,other,filamentous_mycelium
GCA_963921885.1,Sporothrix bragantina,Sporothrix,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota,Fungi,748,746,1,9,unique,plant_pathogen,filamentous_mycelium
GCF_000820605.1,Sporothrix brasiliensis,Sporothrix,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota,Fungi,750,747,4,4,GCF_preferred_from_2,plant_pathogen,filamentous_mycelium
GCA_963923925.1,Sporothrix epigloea,Sporothrix,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota,Fungi,752,749,0,6,GCA_only_from_3,plant_pathogen,filamentous_mycelium
GCA_963921855.1,Sporothrix eucalyptigena,Sporothrix,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota,Fungi,751,749,0,7,GCA_only_from_2,plant_pathogen,filamentous_mycelium
GCF_000961545.1,Sporothrix schenckii,Sporothrix,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota,Fungi,753,751,2,3,GCF_preferred_from_3,plant_pathogen,filamentous_mycelium
GCA_042257785.1,Sporothrix stenoceras,Sporothrix,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota,Fungi,749,747,1,8,GCA_only_from_2,plant_pathogen,filamentous_mycelium
GCA_963921895.1,Sporothrix thermara,Sporothrix,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota,Fungi,747,745,3,8,unique,plant_pathogen,filamentous_mycelium
GCA_000730325.1,Stachybotrys chartarum,Stachybotrys,Stachybotryaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,745,740,5,8,GCA_only_from_3,wood_saprotroph,filamentous_mycelium
GCA_000732775.1,Stachybotrys chlorohalonatus,Stachybotrys,Stachybotryaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,746,743,2,10,unique,wood_saprotroph,filamentous_mycelium
GCA_020746835.1,Stachybotrys elegans,Stachybotrys,Stachybotryaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,748,744,2,8,unique,wood_saprotroph,filamentous_mycelium
GCA_028584115.1,Stagonosporopsis vannaccii,Stagonosporopsis,Didymellaceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi,750,748,4,4,unique,plant_pathogen,filamentous_mycelium
GCA_019096155.1,Staphylotrichum longicolle,Staphylotrichum,Chaetomiaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,737,734,4,17,unique,soil_saprotroph,filamentous_mycelium
GCA_033296695.1,Staphylotrichum tortipilum,Staphylotrichum,Chaetomiaceae,Sordariales,Sordariomycetes,Ascomycota,Fungi,748,741,3,7,unique,soil_saprotroph,filamentous_mycelium
GCA_037102755.1,Starmerella bacillaris,Starmerella,Trichomonascaceae,Dipodascales,Dipodascomycetes,Ascomycota,Fungi,592,590,16,150,unique,nectar/tap_saprotroph,yeast-like
GCA_004332605.1,Steccherinum ochraceum,Steccherinum,Steccherinaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,727,722,11,20,unique,wood_saprotroph,filamentous_mycelium
GCA_003268315.1,Stemphylium lycopersici,Stemphylium,Pleosporaceae,Pleosporales,Dothideomycetes,Ascomycota,Fungi,744,741,2,12,GCA_only_from_3,plant_pathogen,filamentous_mycelium
GCA_042464655.1,Stereocaulon virgatum,Stereocaulon,Stereocaulaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,749,745,0,9,unique,lichenized,thallus_photosynthetic
GCF_000264905.1,Stereum hirsutum,Stereum,Stereaceae,Russulales,Agaricomycetes,Basidiomycota,Fungi,726,720,10,22,GCF_preferred_from_2,wood_saprotroph,filamentous_mycelium
GCA_022814045.1,Sticta canariensis,Sticta,Lobariaceae,Peltigerales,Lecanoromycetes,Ascomycota,Fungi,669,666,7,82,unique,lichenized,thallus_photosynthetic
GCA_022814025.1,Stictis urceolata,Stictis,Stictidaceae,Ostropales,Lecanoromycetes,Ascomycota,Fungi,745,740,4,9,unique,lichenized,thallus_photosynthetic
GCA_009732865.1,Stipitochalara longipes,Stipitochalara,Hamatocanthoscyphaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,749,747,3,6,unique,,
GCA_014898415.1,Stromatinia cepivora,Stromatinia,Sclerotiniaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,744,742,3,11,unique,plant_pathogen,filamentous_mycelium
GCA_014621405.1,Stylonectria norvegica,Stylonectria,Nectriaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,711,708,23,24,unique,mycoparasite,filamentous_mycelium
GCF_001640025.1,Sugiyamaella lignohabitans,Sugiyamaella,Trichomonascaceae,Dipodascales,Dipodascomycetes,Ascomycota,Fungi,749,747,3,6,GCF_preferred_from_2,other,yeast-like
GCF_001661415.1,Suhomyces tanzawaensis,Suhomyces,Debaryomycetaceae,Serinales,Pichiomycetes,Ascomycota,Fungi,742,741,0,16,GCF_preferred_from_2,nectar/tap_saprotroph,yeast-like
GCA_016695465.1,Suillus americanus,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,721,708,13,24,unique,ectomycorrhizal,filamentous_mycelium
GCA_016584345.1,Suillus ampliporus,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,710,666,8,40,unique,ectomycorrhizal,filamentous_mycelium
GCF_016758785.1,Suillus bovinus,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,723,673,10,25,GCF_preferred_from_2,ectomycorrhizal,filamentous_mycelium
GCA_011800875.2,Suillus brevipes,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,730,712,8,20,unique,ectomycorrhizal,filamentous_mycelium
GCF_016758775.1,Suillus clintonianus,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,727,712,9,22,GCF_preferred_from_2,ectomycorrhizal,filamentous_mycelium
GCA_016695475.1,Suillus decipiens,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,726,714,8,24,unique,ectomycorrhizal,filamentous_mycelium
GCF_016758755.1,Suillus discolor,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,719,655,9,30,GCF_preferred_from_2,ectomycorrhizal,filamentous_mycelium
GCF_016647785.1,Suillus fuscotomentosus,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,721,505,9,28,GCF_preferred_from_2,ectomycorrhizal,filamentous_mycelium
GCA_016695485.1,Suillus hirtellus,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,731,702,6,21,unique,ectomycorrhizal,filamentous_mycelium
GCA_016628065.1,Suillus lakei,Suillus,Suillaceae,Boletales,Agaricomycetes,Basidiomycota,Fungi,709,560,17,32,unique,ectomycorrhizal,filamentous_mycelium
